0.39309	-4.9589	-4.905	-1.8068	-5.0116	-2.8779	2.7942	2.1522	-1.8517	-8.8294	4.8801	-5.6371	9.4073	-4.2161	-1.4381	-0.67212	-8.343	3.1589	-3.8908	-4.835	-7.5722	-7.5017	1.8835	-8.2366	5.67	9.917	-3.1307	7.4403	-7.9649	-2.1518	-5.2947	6.0965	5.6571	-5.0501	3.216	-9.1266	-1.5666	-2.4895	4.4424	-3.6914	7.8067	7.3561	-5.8262	-0.007326	-3.9544	-5.7443	-7.0214	10.725	0.02616	-8.1719
-4.9589	0.29649	4.5219	-4.0514	-2.9292	3.9638	-3.083	-0.42568	-6.4599	6.7611	3.1131	-5.6967	6.8975	-2.6503	-0.93097	-6.6118	-1.2154	-3.3234	-4.1954	-6.3033	-4.5181	2.6945	-3.5688	3.8682	-0.3103	0.2682	-9.3167	0.9696	-9.1905	0.58104	-9.0502	7.652	-8.2749	-8.9592	3.805	-4.1935	-6.9157	-3.3138	0.039926	-1.279	-8.9206	-1.9069	-5.8061	-7.2641	-3.2709	3.7805	-4.4147	5.4005	-4.3403	-3.8827
-4.905	4.5219	1.2856	-3.3548	-5.7651	-5.455	-2.3462	-5.4964	8.6168	-2.789	-5.8536	0.81155	-7.2398	-0.024547	-0.20414	9.3684	6.9788	-4.4178	5.5438	0.088822	-1.2752	6.2807	-3.0765	7.159	-5.6295	-6.2671	-1.4087	5.6928	-0.51078	-1.5811	10.358	-1.1118	-4.3633	9.5432	-1.2804	1.6832	-5.3675	-3.5584	6.8893	-7.0876	-3.6591	-3.5133	-5.6718	-3.0368	-2.0475	-2.5055	-2.2236	1.9318	-6.2347	-6.3693
-1.8068	-4.0514	-3.3548	0.23158	-0.65058	-2.5775	-0.029353	-9.5077	8.4448	0.2037	-1.8969	3.6659	-7.166	-8.9235	-2.591	4.191	2.0494	-6.7465	0.54878	-5.049	-2.238	-5.547	-0.2256	8.1007	-4.4373	6.8056	-8.539	-8.2771	-4.7563	6.2601	-7.862	-3.0159	-2.4206	-7.5101	0.020411	-8.2087	8.6081	0.29935	5.0399	-7.0523	-2.5871	-2.4701	-1.6236	-2.1905	5.4031	-2.5336	-6.511	-7.5583	-3.9045	-5.2568
-5.0116	-2.9292	-5.7651	-0.65058	1.7996	-4.4186	0.095208	10.983	-8.1083	-2.0508	-5.121	-0.81406	-7.7867	0.95494	-0.34772	-5.9551	-7.3777	3.2019	-3.1591	-2.4165	-1.6946	-4.701	5.9625	-1.4026	5.869	-0.23256	8.1579	-0.69014	-6.379	0.44664	2.2221	-7.472	-1.6484	2.4007	6.1358	-4.7006	9.6144	-6.6754	7.0963	1.0681	-2.4917	-8.5497	1.049	-8.6694	-8.0417	-2.0466	-6.2814	-6.2072	-7.5033	-7.1413
-2.8779	3.9638	-5.455	-2.5775	-4.4186	1.9173	-1.2834	9.8923	-6.439	0.84064	0.04795	-7.1806	-3.393	-3.5733	-0.10586	7.412	-8.1406	-3.8926	0.36856	-2.1185	-0.80746	-2.3207	0.6764	-4.789	-0.09958	0.85105	-8.3541	-6.1887	6.9783	6.6496	-8.2403	-1.3229	-8.0962	-2.6735	-1.3143	-0.95658	8.9183	-2.2358	-0.69105	0.54173	-7.192	-6.6177	-0.73768	6.8562	-1.8146	-7.4563	-6.0419	-2.1199	9.2703	-7.539
2.7942	-3.083	-2.3462	-0.029353	0.095208	-1.2834	0.65123	-4.2254	-3.2986	-5.5265	-5.6012	0.77832	-0.050429	-9.2932	-8.867	-1.2903	-6.9468	-5.3984	-3.7384	-8.4854	4.2458	7.9389	-6.4009	0.41055	-4.3191	-3.0884	1.0831	-7.4574	-6.2871	-8.4688	-3.1944	-1.8602	-4.3209	-4.4665	0.54398	4.1716	-5.82	-2.2146	-6.2074	-3.4961	4.8614	10.191	-0.70633	-8.4448	5.6949	0.097153	-7.9311	-5.5469	6.7599	-3.7989
2.1522	-0.42568	-5.4964	-9.5077	10.983	9.8923	-4.2254	0.19414	-2.835	-3.5981	-4.6743	-5.5391	-5.6828	-7.1584	-1.9682	-7.4232	-0.12544	-5.2495	5.8851	-6.5481	-2.773	2.8157	-4.6434	-5.29	-1.3158	-2.8635	2.04	-5.0975	-4.2431	-3.3695	-3.3165	-9.3353	5.9385	8.9398	-3.2791	0.37223	6.986	1.8377	-3.6974	6.2972	-5.2988	-8.8659	-4.1727	6.2644	-7.7878	-6.9172	-7.0272	-8.1923	-0.24563	0.28678
-1.8517	-6.4599	8.6168	8.4448	-8.1083	-6.439	-3.2986	-2.835	0.50338	-9.1973	-3.9844	10.441	-1.6745	0.32722	-0.35482	-0.44933	-3.3295	-1.6542	-3.9241	3.546	-0.49665	-1.8763	-8.7684	-8.6211	7.3369	-0.16158	7.6593	10.429	-2.6148	9.9856	-9.4396	-6.3406	-9.6554	-8.7145	-0.6784	-6.7257	-5.3247	-5.9106	-2.4534	-7.1264	-5.6179	4.2856	2.5871	9.1104	-1.7036	-4.2942	-3.4259	-0.15334	-0.14343	-3.9688
-8.8294	6.7611	-2.789	0.2037	-2.0508	0.84064	-5.5265	-3.5981	-9.1973	0.45825	-5.5581	2.1263	-6.9661	-7.4404	6.6854	-2.3622	0.29551	-2.3265	-2.5083	8.3281	-4.3808	0.15225	3.4098	-1.2261	0.14286	-4.2018	-2.3884	1.9798	-8.2946	-3.2679	-4.0766	-3.4658	-8.3716	1.2992	8.3571	0.26582	-1.0033	-4.5242	9.1413	-7.6	8.4405	-9.2248	-3.7473	-4.7855	-0.58412	-3.3461	2.4473	-7.8035	-4.0135	-3.5816
4.8801	3.1131	-5.8536	-1.8969	-5.121	0.04795	-5.6012	-4.6743	-3.9844	-5.5581	0.64774	-6.2936	-3.5359	-7.8168	-6.9298	10.164	3.7274	3.3419	-5.2904	-3.3341	-6.3353	1.3797	4.7834	-7.289	-4.5394	-1.7293	-4.2393	-1.2744	7.501	-5.1925	-4.7356	3.2201	-5.8458	0.50736	-2.3966	-3.5549	0.052116	-4.9817	-6.1968	2.5476	-2.1283	-3.9744	-8.8626	-8.7724	-2.3841	1.6578	4.1587	-4.1062	-3.6047	-3.6071
-5.6371	-5.6967	0.81155	3.6659	-0.81406	-7.1806	0.77832	-5.5391	10.441	2.1263	-6.2936	1.2567	-6.313	-8.3865	-6.0412	-2.7233	4.8649	11.078	-6.4027	-2.8353	-5.9658	-1.2069	-3.0905	11.015	11.473	-5.9225	-0.041874	-0.90281	1.6618	10.067	-1.04	4.7658	0.061629	-6.3765	-8.1823	-1.8848	-2.6014	-3.2622	-1.8496	8.1361	-2.5566	-5.5607	-1.1746	-5.6279	-3.7073	-2.7998	-3.0106	-4.9243	-7.8492	-3.1576
9.4073	6.8975	-7.2398	-7.166	-7.7867	-3.393	-0.050429	-5.6828	-1.6745	-6.9661	-3.5359	-6.313	1.9206	-3.5992	-4.853	1.0503	-7.5902	-6.7805	-7.6067	6.3239	5.0402	-5.3947	0.11749	-1.6792	11.377	9.6417	-6.4771	0.82669	-1.2085	-1.2694	-4.5329	-1.7886	-6.8646	-6.5013	-2.0069	9.0849	-6.9748	-1.7966	-7.6391	-1.5463	-2.3776	7.6392	-1.4217	-0.623	5.9142	-0.45581	-3.5674	1.1229	-3.5044	10.506
-4.2161	-2.6503	-0.024547	-8.9235	0.95494	-3.5733	-9.2932	-7.1584	0.32722	-7.4404	-7.8168	-8.3865	-3.5992	0.55543	-7.2302	-3.745	-8.0977	-8.7503	-2.2529	-0.37179	-6.1201	-6.0471	5.5754	-0.32408	3.9685	1.0391	-6.9796	-0.75364	-3.899	-3.0272	-5.4978	-8.2282	-7.3075	-2.5569	3.6265	-5.0753	8.9218	0.76994	-6.7845	-7.226	-9.4874	-4.1896	-5.1603	-2.5586	3.015	-5.6352	-0.15115	-2.7423	-8.4139	7.0832
-1.4381	-0.93097	-0.20414	-2.591	-0.34772	-0.10586	-8.867	-1.9682	-0.35482	6.6854	-6.9298	-6.0412	-4.853	-7.2302	0.47846	-2.542	4.12	-3.6007	-0.39	-2.8984	1.6508	-6.2811	-4.0629	-2.1736	7.3049	-8.1797	-5.8022	-5.4099	-7.2506	3.5276	-7.2035	-4.5658	0.63381	5.3891	-8.1767	-4.8593	8.8714	-0.91577	-6.9151	-2.6122	-1.5798	-0.67066	9.6361	-3.5933	-7.4354	-3.7157	-3.189	-4.8626	-3.3037	-8.5416
-0.67212	-6.6118	9.3684	4.191	-5.9551	7.412	-1.2903	-7.4232	-0.44933	-2.3622	10.164	-2.7233	1.0503	-3.745	-2.542	0.80336	0.13706	-6.7818	4.1358	-6.4533	-1.3756	-7.2765	5.0205	-5.8596	2.3201	-7.0527	-3.4356	-3.2749	9.9223	-7.5053	-8.2968	2.6238	-3.8881	8.6954	10.058	4.8993	-4.1666	-0.99012	-2.0327	0.51149	-7.9239	-1.0641	-1.9835	-8.0275	-4.8444	4.4146	0.071373	-4.4962	-7.5051	-2.2636
