1.2598	5.4439	-4.7992	-0.69066	-5.1756	7.2563	3.7343	2.9707	8.7447	2.2118	5.5731	4.3683	9.0872	6.0374	8.9193	9.6894	-7.2399	3.9818	6.1451	5.7831	-6.955	2.4713	2.0739	1.5671	5.6273	10.266	7.7615	7.9336	-6.8715	8.1178	5.7774	6.1556	6.1363	4.9224	3.9858	0.79341	-1.2629	7.38	4.8275	-2.8995	8.546	8.1496	-4.8998	0.92992	6.2389	-5.4948	3.2408	11.141	9.5837	2.4922	5.1057	6.5043	-3.029	3.584	7.2528	10.11	4.4459	7.8378	3.722	4.2713	7.239	-1.4488	9.3174	3.934	-0.20244	-2.5821	6.3876	4.5797	-3.6828	3.1849	-2.8924	3.634	9.7725	10.808	1.2597	1.3719	1.4488	11.107	1.515	8.3242	2.9732	0.92604	4.2143	6.1839	-7.1542	-3.2159	0.64984	-0.78761	-8.529	-0.96431	4.8461	3.1456	6.6888	3.5251	5.8413	5.6005	5.8059	-3.2569	7.4686	3.9808	4.1272	-2.5166	4.6373	8.8839	6.9868	3.9984	1.114	-7.9933	10.279	9.6561	9.8043	7.552	5.4911	5.0957	10.533	-0.86549	6.2318	6.8841	6.3277	4.1876	3.2652	-1.3275	6.1963	9.8691	8.0405	10.852	-0.58838	6.4677	9.724	-1.2896	1.2913	-5.6909	6.7298	7.088	3.4789	-3.8374	-3.2486	4.5344	-2.2744	8.1469	7.2928	7.9643	1.1712	3.1367	3.6999	9.8137	7.1253	0.66864	1.6915	9.6966	11.349	-1.6521	4.3908	2.5608	1.835	7.7542	4.8566	3.3445	-5.9092	10.848	6.1142	9.1322	4.9182	10.877	8.6873	5.8113	6.6951	2.7826	2.6288	6.2281	6.1571	3.105	-1.948	8.8442	2.6783	10.391	2.1622	8.8925	1.0527	6.0988	3.7875	8.0339	7.7757	-0.99426	8.4106	5.513	7.8248	4.1134	2.6995	-4.185	4.9414	5.0541	9.5391	10.821	1.4117	7.9975	-5.4376	-1.5342	-8.6517	11.056
5.4439	0.2353	-1.0539	-6.3404	2.114	2.6197	6.2197	-2.8782	-2.0982	-5.2192	5.5144	7.1534	4.3745	8.3169	7.376	8.5351	3.2841	-0.42949	1.5207	1.7099	7.7558	1.0616	5.1153	-5.8107	8.3189	2.6445	6.5596	10.459	7.4386	1.1633	10.767	0.38644	-9.4536	6.6091	2.9448	2.1249	-8.4277	1.7754	7.878	9.5219	2.9752	10.415	9.7083	2.0243	5.275	-4.1051	9.2159	7.0849	1.083	5.3551	9.6012	7.0685	8.6337	-3.6374	-0.23439	3.6585	8.816	0.068137	-8.9069	2.7625	6.7041	5.8631	0.73132	-2.0806	-8.4108	-3.4649	8.3727	-1.7951	7.5105	6.9247	-1.4641	-0.3618	-7.7135	-6.9187	8.347	6.0881	7.0461	-8.0804	2.8209	-3.3209	8.2603	1.3756	5.6421	6.6981	4.2729	4.0634	10.447	-0.99986	0.33205	1.4308	8.6027	2.9149	4.1215	-4.5841	-8.5077	4.653	7.7917	3.6032	10.292	-4.7878	-3.5088	0.8802	2.2557	3.7833	0.398	6.5931	8.493	-4.3428	5.2504	10.204	4.2535	3.6303	-2.6214	3.4444	6.706	4.9112	10.236	-1.0233	1.2209	5.5269	-0.57034	-8.4551	4.1508	6.229	6.2532	-2.3659	7.1122	-4.1001	4.7163	3.6259	2.7661	-1.5408	3.0769	10.454	5.1001	5.2698	-6.1277	7.7627	3.2089	6.0442	4.4502	8.5593	6.5762	2.2509	5.0002	6.3741	-4.1447	7.0203	1.085	6.9148	9.1509	6.5512	10.671	6.223	1.8001	6.0171	6.6618	5.3305	-8.3466	5.9724	6.9256	2.4157	2.8566	3.2584	1.8301	9.4596	0.13141	-8.5899	6.2719	10.402	7.5571	10.562	0.20818	9.7993	-3.1484	7.8534	5.6878	3.9771	10.153	-1.6622	-8.6172	0.69034	6.2993	9.3855	7.6195	10.278	-2.3871	9.5919	-9.0903	-6.6827	0.17854	1.1831	-1.0179	2.785	-6.3737	3.9224	7.3133	2.7086	4.4123	4.5166
-4.7992	-1.0539	0.63033	3.1171	9.3061	-1.69	5.8309	-3.4533	9.3918	-0.21212	6.3607	4.4046	1.7908	2.2575	-7.4688	6.8621	8.0207	1.2019	7.574	7.2529	8.4724	5.7817	9.6719	3.479	-1.5591	9.9919	-4.26	-2.083	2.6567	-7.6827	6.7071	5.8244	6.3173	1.8895	1.297	8.2456	0.61806	-1.8575	5.3097	9.4186	2.7838	8.9697	-8.5976	6.6809	-4.4004	9.3795	6.3712	2.8759	-8.5572	5.6517	6.932	-6.7409	-4.1866	1.9939	3.002	9.9043	4.3658	3.6979	4.4806	-3.3899	-5.5601	1.7955	4.5312	2.3057	-4.9074	-1.785	6.3618	8.9575	7.6287	4.4375	5.5067	2.9754	4.6322	10.653	7.6076	6.1188	9.4979	5.417	3.695	2.9029	-1.5379	5.806	0.96915	1.505	7.1343	1.0748	4.0815	-4.8291	5.5284	6.8117	2.9161	1.121	3.5938	-3.4045	4.8704	10.956	3.2464	7.1514	4.637	8.5655	6.9006	10.007	10.484	3.5299	9.4997	8.6503	2.0389	9.0308	9.0479	4.1825	10.565	-6.7445	-8.359	7.4775	-3.252	6.3032	-2.0023	7.8368	-3.0269	4.5914	8.4914	-5.8544	6.1089	6.7623	-3.3193	-5.4703	1.7873	7.0891	-3.6589	4.5111	10.185	2.382	2.9962	1.6646	6.3055	4.3944	-6.0512	9.7741	-2.2412	10.73	8.8123	3.4886	10.044	8.2464	7.5421	-4.5214	7.3311	-7.0339	2.9661	-1.9076	8.7392	1.4781	7.8172	-8.4877	-1.8785	6.8465	7.2632	8.4107	-0.65574	5.0163	8.9392	-3.8934	0.068701	5.7195	10.478	3.2218	6.0323	2.8815	1.5419	7.8368	9.8298	4.5273	4.3536	6.1477	9.1948	3.1879	10.728	3.6218	-0.21918	6.8062	6.602	-5.3458	1.4424	3.1436	7.0682	3.7242	5.0165	8.686	0.90387	3.051	2.6039	1.0503	5.6032	4.7505	7.3502	2.8904	3.9086	9.4913	-3.2727	1.3036
-0.69066	-6.3404	3.1171	1.5971	7.5891	-1.7249	5.483	6.9814	9.9126	-1.6639	2.7575	3.9057	-3.5463	-2.3788	7.1083	1.9434	5.2926	5.676	3.3294	3.4905	3.3826	5.7237	1.1661	5.5116	2.5811	5.8216	9.096	9.4458	4.1812	8.5172	9.6106	9.6129	9.943	-2.9955	2.996	6.1201	-2.3758	4.7801	-3.3854	2.2678	1.0121	-6.2003	4.6864	-5.5441	9.4545	3.1343	5.5698	4.5905	1.891	3.1263	7.5433	-3.0107	10.384	2.0458	2.0865	2.789	7.151	9.2469	10.661	4.8503	6.0939	-0.17598	7.9937	11.165	-7.1679	9.768	-1.1458	2.7623	5.2329	4.6224	10.339	5.1142	2.4431	8.6398	9.6538	-0.95721	-5.5804	4.4379	9.3902	8.1257	-6.0385	3.1562	8.3114	-0.39706	3.2408	8.1115	2.6314	5.7826	-1.1663	8.9549	3.7966	2.9476	7.2521	3.3276	10.767	1.7616	6.9746	2.0174	9.7978	5.1754	6.978	10.615	10.72	1.8332	-1.2319	6.6688	4.7224	-6.0212	6.9116	5.3446	4.632	-1.1383	4.0667	1.5781	-7.3038	-4.3562	-2.4852	8.7333	6.8633	9.8051	4.1917	9.7581	3.5641	9.0503	4.2184	6.8404	1.993	6.7151	7.9331	9.5651	-0.11058	8.6721	7.4217	9.5692	-6.1811	-4.2627	6.5497	4.6993	-7.0455	4.5764	1.4929	-6.3332	-5.6423	11.111	-1.231	3.2047	3.7602	10.424	7.7689	9.7238	1.8447	-1.8311	-2.2126	7.469	4.0264	6.4709	10.555	-6.8249	5.7341	0.33803	10.27	-1.7764	-3.8085	8.5647	11.127	-4.7012	2.6986	-5.8611	-0.64971	-3.4563	9.4127	4.1481	-6.2739	-7.783	5.6298	10.186	-7.3689	1.8483	8.5659	-0.74281	8.5654	3.8955	9.6382	8.1864	3.1835	6.9001	1.2461	-7.4781	1.8254	7.144	-2.9472	8.9429	8.5477	10.805	1.7665	9.1658	-7.3446	2.6157	4.4214	9.3506
-5.1756	2.114	9.3061	7.5891	0.60507	1.8576	6.8323	9.9984	-1.7958	-2.7053	5.9387	1.8265	0.93875	9.8198	2.3093	9.3115	-4.3487	5.4627	7.8477	7.5837	-7.3456	6.4311	1.9084	-1.1579	9.665	2.2665	5.0784	2.2601	6.3356	9.5009	4.4585	2.3921	5.2854	-2.1874	7.4444	-7.9206	-2.3682	-0.31732	1.0077	9.857	3.0213	8.5512	-8.5222	9.8591	9.1611	-2.5266	1.8225	4.226	-4.1499	3.2762	7.4296	10.01	-1.4896	3.2139	9.3882	-6.4178	5.2182	8.1253	1.2696	5.5375	8.2354	7.0889	2.409	4.1023	4.0406	2.5799	4.6863	3.0398	3.8606	9.1264	-5.1924	-6.9432	2.7012	-7.5347	-7.9133	-7.2905	8.879	9.1988	3.7258	5.81	6.0523	6.9505	-4.403	2.3326	9.7526	-1.9783	-6.4762	9.8199	2.4154	3.548	1.0619	2.289	8.9121	5.1548	1.7808	10.638	8.5805	10.114	9.0448	10.552	-6.2432	3.0014	2.2946	5.9104	1.8063	-7.1503	4.828	-3.3097	5.655	8.8084	4.0817	10.376	-1.1795	2.2981	9.4124	8.8635	-8.0565	-4.3331	8.3777	2.8676	7.8192	-6.6529	9.5178	7.8272	4.9281	-8.4887	-3.3635	7.3123	-5.5324	6.2283	4.5826	-0.070144	1.8831	8.1199	9.531	1.7304	6.8993	6.5168	2.7641	7.1139	4.0516	-5.8851	5.9528	2.2363	-9.283	4.1316	1.9382	4.9155	9.6457	1.962	1.0123	6.0379	5.992	3.3353	10.7	5.4645	9.8459	8.9708	1.0386	8.437	-3.7357	6.7344	8.3621	6.4845	2.8018	8.2946	9.5795	-2.1708	1.5426	7.2791	0.95749	-2.7071	9.6314	-2.0694	-3.5985	6.7036	6.3045	6.2634	10.237	5.8009	7.4216	9.7195	3.4902	6.6432	0.49636	8.3249	10.67	-7.4866	9.2282	2.3458	10.05	10.325	8.5331	4.4451	3.4457	4.5289	1.0755	8.338	-0.49758	-3.4808
7.2563	2.6197	-1.69	-1.7249	1.8576	1.319	11.45	10.27	6.0953	4.0128	-3.3226	5.669	-0.33444	9.3743	10.668	-5.4867	7.7285	-3.9676	1.1075	6.4643	3.8779	8.2259	8.1304	3.252	4.1119	2.5276	8.1054	8.5812	1.3643	7.5008	8.9145	-3.4626	6.5356	-0.14495	3.7346	-5.5067	4.0243	4.1026	0.31872	10.515	1.7583	10.715	10.777	3.2682	10.726	4.7781	8.8596	4.4242	9.0076	10.151	5.7346	5.5667	5.3064	6.1183	3.2726	2.5978	5.9798	0.55069	0.82614	10.644	6.571	-5.4422	8.5117	-2.5373	1.8399	7.646	3.9904	1.3485	6.2943	-3.6253	4.7497	2.5393	3.2216	-6.488	-4.1154	-5.8773	4.2196	7.6913	5.3784	-0.55799	11.228	3.5675	4.8847	-6.9973	3.0586	-4.5268	11.008	-8.1213	10.429	1.5752	3.0855	4.6184	1.492	5.5302	5.4677	1.6512	-6.1337	1.6416	7.3004	3.1934	3.1694	6.5155	8.8053	-7.345	5.0478	6.2169	9.0616	4.5451	5.7087	-8.0738	6.2873	5.8793	6.9511	2.095	5.6202	3.0847	2.697	1.103	5.3993	6.4071	4.0227	10.414	9.9459	5.817	-7.3101	8.2307	-6.1549	4.4153	8.1774	-2.3457	7.7271	5.3406	9.2119	-8.6626	8.5478	-5.8256	3.7992	5.6421	-6.629	9.8479	9.756	-4.7047	4.6489	-1.9515	2.7405	0.54593	1.0037	11.125	8.7842	8.8202	3.5087	-0.50435	11.323	2.8786	5.4698	7.5521	3.7272	5.4717	-2.2936	10.068	9.3357	11.497	2.3329	3.1025	8.9843	-5.347	-2.9601	4.4101	3.0384	5.5999	-6.1248	3.3436	1.9238	0.61129	7.5256	1.2621	-6.8417	2.7327	8.0976	2.4366	5.8826	1.4373	7.399	8.4567	-4.1083	3.7825	-4.2801	-2.8636	10.166	2.0657	2.1141	4.9207	1.9037	5.9809	-5.8195	10.792	7.0493	1.2748	1.3439	5.6746
3.7343	6.2197	5.8309	5.483	6.8323	11.45	1.6649	-2.0553	0.97191	7.4994	11.38	-4.0716	3.1098	-1.138	-9.0019	3.2726	4.6597	10.288	0.77254	9.7171	6.1687	4.8451	6.5424	-5.43	8.088	-4.5664	7.8792	6.6144	5.3044	4.4449	3.368	2.5138	-1.8283	9.9169	4.3887	9.7191	8.0415	5.1899	4.3976	3.8744	7.2947	-2.9366	8.7082	8.7236	8.873	4.452	-8.2271	8.5161	10.31	-7.458	-7.0362	4.9139	-2.7391	-0.55283	9.8542	1.3969	10.538	9.3654	5	8.17	-2.3642	-2.7651	9.2206	-4.4314	-7.2314	3.8901	-1.6195	1.9655	-2.6029	-5.2815	-4.33	5.1767	9.2616	-1.1837	9.3874	3.3678	1.9131	8.6451	8.219	2.4604	-3.2559	10.188	-7.9783	7.038	9.5205	-3.3946	3.103	-8.2473	-4.5876	-7.6075	4.0031	0.23098	4.5252	-4.9659	-0.22408	5.4804	3.9314	10.162	7.7702	7.7954	6.2014	3.2095	3.9108	8.164	1.435	-3.4294	10.48	6.1736	7.7925	5.2536	6.3991	11.418	6.5258	-0.96172	5.0088	10.402	8.5102	-8.8677	0.35124	10.95	9.275	-0.67271	-0.048969	8.1098	2.5352	5.6551	9.0963	7.5616	7.2226	-5.4559	-3.3797	2.5213	-0.98298	-2.5246	5.1822	6.1488	0.3775	7.139	-4.9512	-7.5464	11.074	2.0902	9.3755	9.7008	6.2172	-6.0942	4.9876	10.318	8.7923	8.8403	8.6615	-7.6995	6.6879	-4.0177	6.9063	5.119	5.2284	1.9104	11.244	6.1247	7.2048	2.8499	1.9934	11.456	10.406	11.329	-7.453	-3.5562	9.6515	4.3338	8.1562	5.5202	7.3194	-8.0327	4.2108	2.6221	10.381	8.6029	9.0206	-7.9013	4.9294	2.542	10.096	3.1177	1.2136	-2.83	10.931	8.5711	8.1671	-1.3875	-8.7174	-2.5178	8.4403	7.8915	6.952	8.9111	-5.0681	9.5819	3.0675	11.361
2.9707	-2.8782	-3.4533	6.9814	9.9984	10.27	-2.0553	0.96445	3.8457	2.9355	5.9508	0.8152	9.7287	9.4885	4.3919	5.3029	3.93	-1.2386	9.3959	9.0472	1.9966	-1.1788	1.8015	6.3562	-0.62024	7.5689	6.1803	1.0129	5.9663	2.3956	6.1173	4.6808	7.11	-3.6607	7.9925	9.8109	9.1624	7.7402	10.262	-2.9527	9.5045	8.3979	3.2398	-4.8663	6.0779	2.227	6.3777	3.3199	1.4158	9.4136	4.048	8.2674	6.1747	3.0717	-1.1758	8.4565	6.1652	2.3991	8.262	9.0919	3.8836	7.334	-1.8191	5.5091	-1.4572	-6.289	9.4452	1.0808	6.6039	1.9172	10.246	8.623	0.80731	6.0492	-6.1202	1.3014	-0.29614	3.5684	-5.9653	10.038	9.6863	-4.5421	-4.4331	4.415	-8.4797	9.8784	5.7839	4.0857	5.376	-3.6753	2.226	7.6763	6.359	-2.7183	4.9471	3.1943	6.5415	3.381	6.2958	5.9341	-6.5058	5.0567	7.1972	1.8837	2.3167	9.702	4.9335	5.6307	6.1692	-2.6746	-6.5743	1.7684	1.3039	2.7068	1.0149	-8.1978	3.5959	4.0537	6.7431	8.5562	3.5746	4.1579	3.1349	2.0786	9.9549	10.051	10.478	-6.9511	6.6687	-8.8382	2.6069	9.6834	-5.6043	-6.029	7.1796	0.14205	10.595	-3.8312	9.4632	-6.5659	0.036418	1.3104	7.6131	2.8249	2.8312	5.9727	3.4547	5.7418	-3.036	11.41	8.7644	5.1804	-4.6766	1.7113	5.0511	5.6113	8.234	8.4549	-1.1625	9.3854	-6.5132	-7.134	-4.5591	7.6413	3.871	2.4728	3.2553	0.71041	9.205	9.262	2.5315	8.0241	6.868	8.336	3.6593	8.5196	8.8307	9.0683	-0.051398	-8.454	6.187	4.7603	3.9101	-8.729	4.1851	-6.2025	4.0371	5.5868	-3.2413	-2.6946	5.0866	-1.4836	-8.4417	1.3061	7.8604	4.1201	6.4824	5.3744	-7.5133	5.9013
8.7447	-2.0982	9.3918	9.9126	-1.7958	6.0953	0.97191	3.8457	0.82946	-6.5599	3.7915	10.187	5.1317	10.037	-6.6462	5.5007	4.6253	4.6491	7.3329	3.1401	-7.3259	6.5155	-9.1354	9.8351	0.27628	7.2089	5.3171	4.2902	5.3656	10.292	3.5725	5.5912	3.8425	7.4757	3.8077	6.1106	-4.8943	8.2711	8.7756	-1.0855	2.0828	8.1499	5.5867	7.6686	10.762	7.1986	2.9903	-0.95563	4.2247	4.2753	-2.8447	9.6254	6.1729	3.6658	-5.0479	10.314	7.9645	8.2397	0.73319	1.2359	10.143	4.1072	-0.385	-4.8507	2.4671	5.7745	-5.7412	5.3486	4.446	-5.1989	7.1519	7.0716	4.3665	8.9549	-1.6107	8.406	8.8263	1.8696	0.95441	7.695	4.7651	3.1999	1.5007	-5.5558	5.9954	2.2785	1.6329	0.72741	8.2342	2.2721	5.6878	10.093	4.6339	1.8374	3.0164	7.9706	7.8139	0.27792	7.7641	9.5763	8.3914	-0.80035	5.1527	3.3201	-2.9871	-0.33233	9.2616	8.7112	4.8858	7.8623	-6.6914	7.7651	-1.1911	7.2352	7.4316	1.909	7.7042	7.1661	4.9694	6.3887	7.648	4.1183	5.2435	6.1745	5.4022	-8.7043	7.8391	9.3676	-4.5547	6.7984	-1.6139	4.1063	1.5042	8.2794	-1.1594	0.97229	6.5847	-2.8994	1.2663	3.8968	3.5034	2.9893	3.1155	-6.4329	2.9186	1.194	8.0104	7.3323	5.8617	4.1411	2.0242	0.60998	0.7683	9.5911	-6.5372	2.7924	6.0097	5.2945	-1.8543	3.6527	9.9239	11.148	3.1873	-5.749	8.347	5.8528	1.278	7.3408	6.6442	-4.9337	9.4658	7.2753	10.242	0.063023	7.4375	10.414	1.6567	8.8885	10.3	-3.9735	-4.9696	6.016	-5.1402	10.704	1.1577	-6.4972	6.4082	7.2596	2.0191	8.6464	8.9987	7.1386	5.8122	6.1406	5.2302	4.323	-6.5178	6.7323	-0.47265	4.7382
2.2118	-5.2192	-0.21212	-1.6639	-2.7053	4.0128	7.4994	2.9355	-6.5599	1.6739	-7.2786	-1.5189	0.40458	4.9583	9.0286	4.6916	11.069	4.7174	10.285	6.2207	7.3058	1.8332	0.84441	10.267	1.8311	10.847	6.2947	11.004	9.2975	3.2917	8.7364	-2.0129	-2.6755	3.8446	10.565	9.0563	2.0292	-0.012867	-6.2476	-2.2531	8.0584	0.15934	9.6277	3.1933	8.1191	2.4165	6.1589	2.5358	7.0103	8.5855	3.7338	7.8268	5.1539	10.921	8.4414	10.437	5.6264	5.2608	8.8531	-4.0384	5.6895	5.6843	9.304	7.627	6.8219	-0.3334	6.6741	4.1963	5.2502	6.7356	-7.3305	1.3764	10.98	-2.3718	-8.3962	2.7234	7.3292	3.9466	-4.3206	7.0495	-7.0453	8.3145	5.7684	-0.67106	8.3883	8.0332	2.6942	2.1043	1.0658	9.2382	-4.9874	4.3928	10.858	8.555	1.293	2.0925	-7.896	-1.7443	9.8998	5.8887	2.1387	7.9152	5.2736	-5.3403	3.3278	-8.4328	5.7123	3.3839	3.5974	3.3609	3.6526	4.5451	1.465	9.7168	-6.549	5.0396	2.5715	7.9831	-2.3347	10.582	4.7118	7.592	9.8357	1.6106	1.3666	9.7161	-1.2341	6.6963	8.7332	-4.5756	4.3048	9.4457	7.2571	10.338	7.6272	0.90936	1.663	-1.211	5.0155	0.48721	1.4862	8.4721	-6.8592	9.3352	9.1038	7.605	9.844	10.271	2.2658	6.5828	0.41711	9.1817	1.1268	6.1348	7.3848	0.92761	0.77662	1.9803	-4.2148	5.7507	1.2721	-3.0149	6.9514	10.18	5.168	-2.1822	2.7928	-2.5622	-0.45155	-6.894	4.5761	-2.6541	6.5581	2.0925	1.2067	6.7321	10.433	5.7914	2.0099	0.33633	2.0339	6.645	3.0122	5.2167	3.8733	9.6791	3.7225	9.6562	-5.349	0.16004	7.4133	5.5684	4.2831	-4.2495	-9.0977	2.4041	10.434	5.1659	7.833	-3.4424
